transaction_id,transaction_date,customer_id,state,age_group,customer_segment,risk_tier,merchant_category,payment_channel,payment_method,device_type,transaction_amount,fee_amount,transaction_status,failure_reason,risk_score,risk_flag
TXN0010770,2025-04-28,CUST00088,AZ,18-24,Standard,Low,Digital Services,Mobile App,ACH,iOS,79.53,0.48,Completed,None,5,Low Risk
TXN0010771,2025-04-28,CUST00392,CO,25-34,Premium,Medium,Utilities,Web,Credit Card,iOS,32.88,0.72,Completed,None,30,Low Risk
TXN0010772,2025-03-23,CUST00497,TX,18-24,Standard,Medium,Money Transfer,Web,Credit Card,Android,174.37,3.84,Completed,None,32,Low Risk
TXN0010773,2025-04-19,CUST00479,PA,25-34,Standard,High,Restaurants,Mobile App,ACH,iOS,94.0,0.56,Completed,None,38,Low Risk
TXN0010774,2025-03-26,CUST00100,AZ,18-24,Standard,Low,Retail,Web,Debit Card,iOS,39.17,0.47,Completed,None,13,Low Risk
TXN0010775,2025-01-31,CUST00154,PA,18-24,Standard,Medium,Restaurants,API,Credit Card,iOS,28.42,0.63,Completed,None,30,Low Risk
TXN0010776,2025-01-16,CUST00437,VA,18-24,Premium,Medium,Restaurants,Web,Credit Card,iOS,48.52,1.07,Completed,None,25,Low Risk
TXN0010777,2025-02-28,CUST00492,FL,45-54,Small Business,Low,Money Transfer,Web,Debit Card,iOS,215.23,2.58,Completed,None,28,Low Risk
TXN0010778,2025-05-18,CUST00062,NC,55+,Standard,Low,Retail,Web,Wallet Balance,iOS,83.71,0.33,Completed,None,12,Low Risk
TXN0010779,2025-01-14,CUST00049,CA,45-54,Standard,Low,Restaurants,API,Wallet Balance,POS,22.4,0.09,Completed,None,25,Low Risk
TXN0010780,2025-04-02,CUST00021,GA,55+,Standard,Low,Retail,Web,Wallet Balance,iOS,43.67,0.17,Completed,None,4,Low Risk
TXN0010781,2025-05-12,CUST00007,NY,18-24,Standard,Medium,Grocery,API,Debit Card,iOS,29.12,0.0,Failed,Insufficient Funds,47,Medium Risk
TXN0010782,2025-04-23,CUST00179,AZ,25-34,Standard,Medium,Retail,Mobile App,Debit Card,iOS,197.36,2.37,Completed,None,23,Low Risk
TXN0010783,2025-05-25,CUST00480,IL,55+,Premium,Low,Money Transfer,Mobile App,Debit Card,Android,622.04,7.46,Completed,None,44,Medium Risk
TXN0010784,2025-03-03,CUST00118,GA,18-24,Standard,Low,Travel,Mobile App,ACH,Android,217.0,1.3,Completed,None,7,Low Risk
TXN0010785,2025-04-24,CUST00037,TX,55+,Standard,Low,Digital Services,Web,Debit Card,Desktop,116.75,1.4,Completed,None,13,Low Risk
TXN0010786,2025-03-06,CUST00221,WA,45-54,Premium,Low,Travel,API,ACH,iOS,378.06,2.27,Completed,None,14,Low Risk
TXN0010787,2025-03-15,CUST00385,WA,35-44,Standard,Low,Retail,Mobile App,ACH,iOS,75.85,0.46,Completed,None,9,Low Risk
TXN0010788,2025-02-24,CUST00410,GA,35-44,Standard,Medium,Retail,Web,Wallet Balance,Android,51.57,0.21,Completed,None,21,Low Risk
TXN0010789,2025-01-02,CUST00107,PA,45-54,Standard,Medium,Healthcare,Card Terminal,ACH,iOS,74.64,0.45,Completed,None,16,Low Risk
TXN0010790,2025-06-27,CUST00220,MA,18-24,Standard,Low,Digital Services,Mobile App,Credit Card,Android,60.95,1.34,Completed,None,4,Low Risk
TXN0010791,2025-03-18,CUST00260,AZ,25-34,Small Business,Low,Retail,Mobile App,ACH,iOS,53.23,0.0,Failed,Insufficient Funds,20,Low Risk
TXN0010792,2025-05-25,CUST00207,OH,55+,Standard,Low,Subscription,Web,Debit Card,Desktop,56.2,0.67,Completed,None,0,Low Risk
TXN0010793,2025-04-12,CUST00056,FL,25-34,Premium,Low,Travel,Mobile App,Debit Card,Android,534.94,6.42,Completed,None,25,Low Risk
TXN0010794,2025-02-11,CUST00250,VA,55+,Standard,Low,Entertainment,Mobile App,Debit Card,Desktop,130.84,1.57,Completed,None,2,Low Risk
TXN0010795,2025-03-22,CUST00253,PA,25-34,Premium,Low,Digital Services,Web,Credit Card,POS,62.2,1.37,Completed,None,7,Low Risk
TXN0010796,2025-06-03,CUST00102,VA,25-34,Standard,Low,Restaurants,Card Terminal,Debit Card,API,15.79,0.19,Completed,None,6,Low Risk
TXN0010797,2025-03-23,CUST00527,CO,55+,Standard,Low,Travel,Card Terminal,Debit Card,Android,312.79,3.75,Completed,None,2,Low Risk
TXN0010798,2025-05-30,CUST00043,TX,55+,Standard,Low,Utilities,Web,ACH,Android,231.11,1.39,Completed,None,4,Low Risk
TXN0010799,2025-03-23,CUST00550,CO,35-44,Standard,Low,Retail,API,Credit Card,Android,89.81,1.98,Completed,None,15,Low Risk
TXN0010800,2025-04-14,CUST00538,FL,55+,Standard,Low,Digital Services,Mobile App,Credit Card,Android,177.1,3.9,Completed,None,15,Low Risk
TXN0010801,2025-03-28,CUST00220,MA,18-24,Standard,Low,Grocery,Mobile App,Debit Card,Android,87.16,1.05,Completed,None,3,Low Risk
TXN0010802,2025-04-17,CUST00390,VA,35-44,Standard,Low,Retail,Web,ACH,iOS,214.54,1.29,Completed,None,5,Low Risk
TXN0010803,2025-04-07,CUST00638,MA,18-24,Small Business,Low,Utilities,Card Terminal,Debit Card,Android,146.0,1.75,Completed,None,10,Low Risk
TXN0010804,2025-06-07,CUST00029,NJ,35-44,Standard,Medium,Money Transfer,Mobile App,Credit Card,POS,114.61,2.52,Completed,None,38,Low Risk
TXN0010805,2025-05-25,CUST00226,GA,25-34,Standard,Low,Restaurants,Mobile App,Credit Card,Desktop,63.14,1.39,Completed,None,8,Low Risk
TXN0010806,2025-01-29,CUST00084,TX,35-44,Premium,Medium,Money Transfer,Mobile App,Credit Card,Desktop,811.85,17.86,Completed,None,60,Medium Risk
TXN0010807,2025-04-07,CUST00421,TX,25-34,Small Business,Low,Retail,Mobile App,ACH,Desktop,49.76,0.3,Completed,None,6,Low Risk
TXN0010808,2025-05-07,CUST00202,TX,55+,Standard,Low,Utilities,Mobile App,Debit Card,Android,195.59,2.35,Completed,None,11,Low Risk
TXN0010809,2025-06-25,CUST00229,NY,25-34,Small Business,Medium,Money Transfer,Web,Debit Card,Android,33.53,0.4,Completed,None,30,Low Risk
TXN0010810,2025-02-18,CUST00527,CO,55+,Standard,Low,Retail,Mobile App,Debit Card,iOS,13.33,0.16,Completed,None,10,Low Risk
TXN0010811,2025-03-13,CUST00255,NY,45-54,Standard,Low,Restaurants,Mobile App,Credit Card,iOS,89.89,1.98,Completed,None,15,Low Risk
TXN0010812,2025-04-18,CUST00218,VA,35-44,Standard,Low,Retail,Mobile App,Wallet Balance,Android,57.82,0.23,Completed,None,3,Low Risk
TXN0010813,2025-04-17,CUST00037,TX,55+,Standard,Low,Entertainment,Card Terminal,Debit Card,iOS,19.12,0.23,Completed,None,11,Low Risk
TXN0010814,2025-01-12,CUST00525,OH,35-44,Premium,Medium,Entertainment,API,Credit Card,Android,182.56,4.02,Completed,None,36,Low Risk
TXN0010815,2025-04-09,CUST00069,OH,55+,Premium,Low,Restaurants,Mobile App,ACH,Android,75.94,0.46,Completed,None,9,Low Risk
TXN0010816,2025-01-13,CUST00247,NY,45-54,Small Business,Low,Entertainment,Mobile App,ACH,Android,21.74,0.13,Completed,None,4,Low Risk
TXN0010817,2025-04-24,CUST00405,GA,25-34,Standard,Low,Restaurants,Mobile App,Wallet Balance,Android,98.48,0.39,Completed,None,1,Low Risk
TXN0010818,2025-05-17,CUST00478,FL,35-44,Standard,Medium,Retail,Mobile App,Wallet Balance,Android,22.8,0.09,Completed,None,15,Low Risk
TXN0010819,2025-05-04,CUST00229,NY,25-34,Small Business,Medium,Restaurants,Card Terminal,ACH,Android,42.55,0.26,Completed,None,30,Low Risk
TXN0010820,2025-05-31,CUST00293,TX,55+,Standard,Low,Digital Services,Mobile App,Wallet Balance,Desktop,104.43,0.42,Completed,None,0,Low Risk
TXN0010821,2025-01-10,CUST00614,CA,35-44,Standard,Low,Healthcare,Web,Credit Card,Android,108.6,2.39,Completed,None,13,Low Risk
TXN0010822,2025-01-01,CUST00329,VA,55+,Premium,Medium,Entertainment,Mobile App,Debit Card,Desktop,32.05,0.38,Completed,None,20,Low Risk
TXN0010823,2025-02-14,CUST00477,CO,35-44,Standard,Low,Utilities,API,Debit Card,API,66.08,0.79,Completed,None,18,Low Risk
TXN0010824,2025-02-19,CUST00428,WA,35-44,Standard,Low,Healthcare,Mobile App,Credit Card,Android,70.58,1.55,Completed,None,7,Low Risk
TXN0010825,2025-02-10,CUST00185,VA,35-44,Small Business,High,Money Transfer,API,Debit Card,Desktop,356.64,4.28,Completed,None,72,High Risk
TXN0010826,2025-01-21,CUST00066,NY,18-24,Standard,Low,Healthcare,Mobile App,Debit Card,Android,98.91,1.19,Completed,None,8,Low Risk
TXN0010827,2025-05-20,CUST00625,NY,45-54,Standard,Medium,Healthcare,Mobile App,Credit Card,Android,155.17,3.41,Completed,None,15,Low Risk
TXN0010828,2025-06-23,CUST00474,WA,35-44,Standard,Medium,Retail,Mobile App,Debit Card,POS,174.58,2.09,Completed,None,24,Low Risk
TXN0010829,2025-04-19,CUST00149,IL,35-44,Standard,Low,Utilities,Mobile App,Debit Card,iOS,184.14,2.21,Completed,None,9,Low Risk
TXN0010830,2025-01-02,CUST00268,NJ,45-54,Standard,Low,Retail,Web,Debit Card,iOS,201.75,2.42,Completed,None,9,Low Risk
TXN0010831,2025-03-05,CUST00490,NC,18-24,Premium,Medium,Restaurants,Mobile App,Credit Card,Desktop,96.2,2.12,Completed,None,16,Low Risk
TXN0010832,2025-03-27,CUST00282,GA,35-44,Premium,Low,Digital Services,Mobile App,ACH,Android,188.66,1.13,Completed,None,7,Low Risk
TXN0010833,2025-06-26,CUST00411,OH,45-54,Small Business,Low,Money Transfer,Web,ACH,Android,194.5,1.17,Completed,None,16,Low Risk
TXN0010834,2025-05-01,CUST00649,MA,25-34,Premium,Medium,Grocery,Mobile App,Credit Card,POS,166.05,3.65,Completed,None,30,Low Risk
TXN0010835,2025-05-16,CUST00594,NY,18-24,Standard,Medium,Digital Services,Mobile App,Debit Card,iOS,31.21,0.37,Completed,None,28,Low Risk
TXN0010836,2025-05-25,CUST00594,NY,18-24,Standard,Medium,Digital Services,API,Wallet Balance,iOS,29.63,0.12,Completed,None,28,Low Risk
TXN0010837,2025-01-31,CUST00311,PA,55+,Premium,Medium,Retail,Mobile App,Debit Card,iOS,40.46,0.49,Completed,None,29,Low Risk
TXN0010838,2025-02-07,CUST00084,TX,35-44,Premium,Medium,Utilities,Web,Debit Card,POS,35.11,0.42,Completed,None,16,Low Risk
TXN0010839,2025-01-06,CUST00449,FL,35-44,Standard,High,Grocery,Mobile App,Debit Card,POS,34.83,0.42,Completed,None,35,Low Risk
TXN0010840,2025-05-14,CUST00166,FL,45-54,Standard,High,Restaurants,Card Terminal,Debit Card,Android,45.96,0.55,Completed,None,43,Medium Risk
TXN0010841,2025-04-16,CUST00536,VA,55+,Standard,Low,Travel,Mobile App,ACH,iOS,157.32,0.94,Completed,None,3,Low Risk
TXN0010842,2025-03-14,CUST00049,CA,45-54,Standard,Low,Grocery,Mobile App,Debit Card,iOS,36.15,0.43,Completed,None,5,Low Risk
TXN0010843,2025-01-02,CUST00132,WA,25-34,Standard,Low,Restaurants,Card Terminal,ACH,Desktop,41.38,0.25,Completed,None,1,Low Risk
TXN0010844,2025-02-08,CUST00565,NC,55+,Standard,Low,Retail,Mobile App,Debit Card,Android,114.46,1.37,Completed,None,6,Low Risk
TXN0010845,2025-05-02,CUST00215,WA,55+,Standard,High,Retail,Mobile App,Debit Card,Android,51.4,0.62,Completed,None,37,Low Risk
TXN0010846,2025-05-23,CUST00059,AZ,25-34,Standard,Low,Subscription,Mobile App,Debit Card,Android,66.18,0.79,Completed,None,1,Low Risk
TXN0010847,2025-06-09,CUST00042,WA,18-24,Standard,Low,Restaurants,Mobile App,Wallet Balance,iOS,75.63,0.3,Completed,None,12,Low Risk
TXN0010848,2025-05-18,CUST00458,IL,35-44,Standard,Low,Grocery,Mobile App,ACH,POS,17.69,0.11,Completed,None,4,Low Risk
TXN0010849,2025-03-26,CUST00269,CA,18-24,Premium,Low,Grocery,Mobile App,ACH,Android,46.38,0.28,Completed,None,5,Low Risk
TXN0010850,2025-01-17,CUST00587,OH,25-34,Standard,Low,Money Transfer,API,ACH,Android,712.3,4.27,Completed,None,63,Medium Risk
TXN0010851,2025-06-11,CUST00241,OH,18-24,Standard,Medium,Retail,API,ACH,iOS,34.19,0.21,Completed,None,40,Medium Risk
TXN0010852,2025-01-02,CUST00142,NY,55+,Standard,Low,Digital Services,API,Debit Card,iOS,60.95,0.73,Completed,None,23,Low Risk
TXN0010853,2025-05-30,CUST00245,WA,18-24,Standard,Low,Digital Services,Mobile App,Debit Card,iOS,28.7,0.34,Completed,None,3,Low Risk
TXN0010854,2025-06-23,CUST00299,WA,18-24,Standard,Low,Grocery,Mobile App,Debit Card,Android,117.65,1.41,Completed,None,1,Low Risk
TXN0010855,2025-04-26,CUST00297,MA,45-54,Standard,Low,Subscription,API,Credit Card,iOS,154.16,3.39,Completed,None,24,Low Risk
TXN0010856,2025-05-07,CUST00139,NC,25-34,Small Business,Low,Utilities,Web,Wallet Balance,Android,60.24,0.24,Completed,None,5,Low Risk
TXN0010857,2025-02-16,CUST00455,TX,55+,Standard,Low,Retail,Mobile App,Wallet Balance,iOS,29.6,0.12,Completed,None,11,Low Risk
TXN0010858,2025-02-08,CUST00602,PA,55+,Premium,Medium,Utilities,Web,Credit Card,POS,152.8,3.36,Completed,None,18,Low Risk
TXN0010859,2025-05-25,CUST00361,VA,45-54,Standard,Low,Utilities,API,Debit Card,Android,117.36,1.41,Completed,None,24,Low Risk
TXN0010860,2025-06-03,CUST00290,OH,55+,Standard,Medium,Grocery,Mobile App,Debit Card,iOS,69.94,0.84,Completed,None,30,Low Risk
TXN0010861,2025-02-27,CUST00548,CO,55+,Small Business,Low,Grocery,Mobile App,Debit Card,Android,58.34,0.7,Completed,None,9,Low Risk
TXN0010862,2025-05-29,CUST00255,NY,45-54,Standard,Low,Restaurants,Web,Debit Card,iOS,70.76,0.85,Completed,None,8,Low Risk
TXN0010863,2025-03-13,CUST00271,PA,55+,Small Business,Low,Digital Services,Web,Wallet Balance,POS,55.88,0.22,Completed,None,13,Low Risk
TXN0010864,2025-06-23,CUST00422,PA,55+,Standard,Low,Utilities,Web,Debit Card,iOS,90.24,1.08,Completed,None,5,Low Risk
TXN0010865,2025-06-08,CUST00356,GA,18-24,Premium,Low,Restaurants,Mobile App,Debit Card,iOS,46.14,0.55,Completed,None,15,Low Risk
TXN0010866,2025-06-20,CUST00152,GA,25-34,Premium,Low,Retail,API,Debit Card,Android,136.57,1.64,Completed,None,23,Low Risk
TXN0010867,2025-04-23,CUST00467,GA,45-54,Standard,Low,Grocery,API,Credit Card,iOS,67.64,1.49,Completed,None,20,Low Risk
TXN0010868,2025-04-21,CUST00151,CO,55+,Premium,Low,Retail,Web,ACH,iOS,81.55,0.49,Completed,None,15,Low Risk
TXN0010869,2025-02-22,CUST00480,IL,55+,Premium,Low,Digital Services,Web,Credit Card,API,180.78,3.98,Completed,None,11,Low Risk
TXN0010870,2025-05-07,CUST00048,AZ,18-24,Standard,Low,Utilities,Web,Credit Card,iOS,71.48,1.57,Completed,None,4,Low Risk
TXN0010871,2025-06-25,CUST00216,WA,55+,Standard,Low,Digital Services,Web,Debit Card,POS,97.21,1.17,Completed,None,0,Low Risk
TXN0010872,2025-05-29,CUST00297,MA,45-54,Standard,Low,Healthcare,Card Terminal,Debit Card,Android,13.66,0.16,Completed,None,8,Low Risk
TXN0010873,2025-03-28,CUST00035,NY,55+,Standard,Low,Entertainment,API,Debit Card,Android,20.44,0.25,Completed,None,19,Low Risk
TXN0010874,2025-06-03,CUST00558,IL,25-34,Standard,High,Travel,API,Wallet Balance,iOS,541.25,2.17,Completed,None,76,High Risk
TXN0010875,2025-01-03,CUST00540,CO,18-24,Small Business,Low,Money Transfer,Mobile App,Debit Card,Android,37.74,0.45,Completed,None,19,Low Risk
TXN0010876,2025-05-10,CUST00102,VA,25-34,Standard,Low,Retail,Mobile App,Debit Card,iOS,76.63,0.92,Completed,None,4,Low Risk
TXN0010877,2025-06-27,CUST00055,NJ,55+,Premium,Low,Retail,API,Debit Card,Android,46.76,0.56,Completed,None,11,Low Risk
TXN0010878,2025-02-05,CUST00006,WA,35-44,Premium,Low,Restaurants,Mobile App,Credit Card,Android,34.62,0.76,Completed,None,6,Low Risk
TXN0010879,2025-06-04,CUST00049,CA,45-54,Standard,Low,Subscription,Mobile App,Debit Card,iOS,56.69,0.68,Completed,None,13,Low Risk
TXN0010880,2025-03-18,CUST00337,PA,55+,Premium,Low,Grocery,Mobile App,Credit Card,Android,93.41,2.06,Completed,None,2,Low Risk
TXN0010881,2025-05-17,CUST00250,VA,55+,Standard,Low,Subscription,Mobile App,Debit Card,Android,135.73,1.63,Completed,None,11,Low Risk
TXN0010882,2025-02-21,CUST00149,IL,35-44,Standard,Low,Digital Services,Mobile App,ACH,Android,30.19,0.18,Completed,None,3,Low Risk
TXN0010883,2025-03-17,CUST00358,NC,45-54,Standard,Low,Travel,Mobile App,Wallet Balance,iOS,530.46,2.12,Completed,None,36,Low Risk
TXN0010884,2025-03-30,CUST00502,MA,45-54,Standard,Low,Retail,Mobile App,Credit Card,Desktop,55.66,1.22,Completed,None,7,Low Risk
TXN0010885,2025-03-12,CUST00443,NC,45-54,Standard,Low,Grocery,Mobile App,Debit Card,Android,57.5,0.69,Completed,None,6,Low Risk
TXN0010886,2025-04-07,CUST00164,OH,45-54,Small Business,Low,Digital Services,Web,Credit Card,Desktop,59.99,1.32,Completed,None,13,Low Risk
TXN0010887,2025-01-02,CUST00482,AZ,18-24,Standard,Medium,Utilities,Mobile App,Debit Card,Android,281.79,3.38,Completed,None,27,Low Risk
TXN0010888,2025-03-08,CUST00105,TX,35-44,Standard,High,Grocery,Card Terminal,ACH,Android,34.83,0.21,Completed,None,45,Medium Risk
TXN0010889,2025-04-30,CUST00077,NY,25-34,Standard,Low,Subscription,Mobile App,Wallet Balance,Android,9.37,0.04,Completed,None,5,Low Risk
TXN0010890,2025-01-01,CUST00411,OH,45-54,Small Business,Low,Grocery,Mobile App,ACH,Android,9.19,0.06,Completed,None,15,Low Risk
TXN0010891,2025-01-08,CUST00321,NJ,45-54,Standard,Low,Utilities,Mobile App,Credit Card,Android,16.19,0.0,Failed,Insufficient Funds,24,Low Risk
TXN0010892,2025-06-30,CUST00329,VA,55+,Premium,Medium,Travel,Web,Debit Card,POS,188.82,2.27,Completed,None,19,Low Risk
TXN0010893,2025-02-25,CUST00429,TX,55+,Small Business,Medium,Utilities,Web,Debit Card,POS,186.53,0.0,Failed,Limit Exceeded,40,Medium Risk
TXN0010894,2025-06-12,CUST00420,PA,18-24,Standard,Medium,Subscription,Mobile App,Debit Card,iOS,69.61,0.84,Completed,None,21,Low Risk
TXN0010895,2025-02-07,CUST00016,VA,55+,Standard,High,Travel,Mobile App,Credit Card,POS,460.44,10.13,Completed,None,48,Medium Risk
TXN0010896,2025-03-04,CUST00414,AZ,35-44,Premium,Low,Retail,API,Credit Card,iOS,91.91,0.0,Failed,Bank Network Error,31,Low Risk
TXN0010897,2025-01-10,CUST00496,CA,55+,Premium,Low,Utilities,Web,Wallet Balance,Android,249.41,1.0,Completed,None,2,Low Risk
TXN0010898,2025-04-14,CUST00030,NY,35-44,Premium,Low,Restaurants,Card Terminal,Wallet Balance,Android,35.3,0.14,Completed,None,5,Low Risk
TXN0010899,2025-03-07,CUST00582,VA,45-54,Premium,Medium,Retail,Mobile App,Debit Card,iOS,84.65,1.02,Completed,None,23,Low Risk
TXN0010900,2025-05-19,CUST00541,GA,35-44,Standard,Low,Restaurants,Web,Credit Card,iOS,74.32,1.64,Completed,None,0,Low Risk
TXN0010901,2025-02-23,CUST00171,AZ,55+,Standard,Low,Grocery,Mobile App,Debit Card,iOS,86.88,1.04,Completed,None,0,Low Risk
TXN0010902,2025-04-08,CUST00468,TX,18-24,Premium,Low,Grocery,Card Terminal,Credit Card,Android,51.4,1.13,Completed,None,12,Low Risk
TXN0010903,2025-04-19,CUST00162,MA,55+,Standard,Low,Restaurants,Mobile App,Credit Card,iOS,82.39,1.81,Completed,None,11,Low Risk
TXN0010904,2025-04-08,CUST00207,OH,55+,Standard,Low,Money Transfer,Mobile App,Debit Card,iOS,336.2,4.03,Completed,None,28,Low Risk
TXN0010905,2025-03-22,CUST00333,AZ,55+,Standard,Medium,Restaurants,API,Credit Card,iOS,61.89,0.0,Failed,Insufficient Funds,50,Medium Risk
TXN0010906,2025-02-18,CUST00632,CO,18-24,Small Business,Medium,Utilities,Card Terminal,ACH,iOS,264.0,1.58,Completed,None,18,Low Risk
TXN0010907,2025-02-28,CUST00262,TX,55+,Standard,Medium,Restaurants,API,Debit Card,Android,14.31,0.17,Completed,None,28,Low Risk
TXN0010908,2025-06-11,CUST00374,NY,45-54,Premium,Medium,Utilities,Mobile App,Credit Card,iOS,138.48,3.05,Completed,None,17,Low Risk
TXN0010909,2025-02-19,CUST00620,OH,45-54,Standard,Medium,Money Transfer,Web,Credit Card,iOS,223.77,4.92,Completed,None,32,Low Risk
TXN0010910,2025-04-02,CUST00586,NJ,55+,Standard,High,Grocery,Mobile App,Debit Card,Desktop,49.28,0.59,Completed,None,47,Medium Risk
TXN0010911,2025-02-16,CUST00466,NY,35-44,Standard,Low,Grocery,Mobile App,ACH,iOS,60.16,0.36,Completed,None,2,Low Risk
TXN0010912,2025-02-19,CUST00197,OH,25-34,Standard,Low,Healthcare,Web,ACH,iOS,31.08,0.19,Completed,None,3,Low Risk
TXN0010913,2025-05-17,CUST00472,NY,25-34,Standard,Low,Money Transfer,Mobile App,Credit Card,Android,363.24,7.99,Completed,None,24,Low Risk
TXN0010914,2025-01-16,CUST00548,CO,55+,Small Business,Low,Digital Services,Card Terminal,Debit Card,iOS,18.9,0.23,Completed,None,12,Low Risk
TXN0010915,2025-04-01,CUST00554,GA,35-44,Small Business,Medium,Restaurants,Web,Wallet Balance,Desktop,89.42,0.36,Completed,None,20,Low Risk
TXN0010916,2025-06-22,CUST00263,CA,45-54,Standard,Low,Grocery,Mobile App,ACH,iOS,108.71,0.65,Completed,None,10,Low Risk
TXN0010917,2025-01-04,CUST00426,GA,45-54,Standard,Low,Money Transfer,Web,Credit Card,iOS,198.59,4.37,Completed,None,22,Low Risk
TXN0010918,2025-02-23,CUST00107,PA,45-54,Standard,Medium,Digital Services,Web,Credit Card,Android,109.6,2.41,Completed,None,26,Low Risk
TXN0010919,2025-01-19,CUST00221,WA,45-54,Premium,Low,Grocery,API,ACH,Desktop,188.79,1.13,Completed,None,16,Low Risk
TXN0010920,2025-05-07,CUST00075,OH,25-34,Standard,Low,Travel,Web,Credit Card,Android,464.0,10.21,Completed,None,4,Low Risk
TXN0010921,2025-06-22,CUST00079,CO,18-24,Standard,Low,Digital Services,Mobile App,Debit Card,iOS,202.53,2.43,Completed,None,14,Low Risk
TXN0010922,2025-01-24,CUST00017,OH,18-24,Premium,Medium,Entertainment,Mobile App,Wallet Balance,Android,279.04,1.12,Completed,None,22,Low Risk
TXN0010923,2025-05-29,CUST00605,WA,25-34,Premium,Low,Grocery,Web,Credit Card,Android,66.59,1.46,Completed,None,15,Low Risk
TXN0010924,2025-04-08,CUST00581,AZ,18-24,Standard,Medium,Restaurants,Mobile App,Debit Card,iOS,77.06,0.92,Completed,None,21,Low Risk
TXN0010925,2025-02-18,CUST00620,OH,45-54,Standard,Medium,Grocery,Card Terminal,ACH,iOS,55.81,0.33,Completed,None,22,Low Risk
TXN0010926,2025-01-23,CUST00056,FL,25-34,Premium,Low,Healthcare,Mobile App,Credit Card,POS,11.58,0.25,Completed,None,13,Low Risk
TXN0010927,2025-05-25,CUST00040,MA,55+,Standard,Low,Digital Services,Mobile App,Wallet Balance,POS,141.02,0.56,Completed,None,6,Low Risk
TXN0010928,2025-04-21,CUST00066,NY,18-24,Standard,Low,Travel,Web,ACH,iOS,493.94,2.96,Completed,None,5,Low Risk
TXN0010929,2025-05-24,CUST00220,MA,18-24,Standard,Low,Utilities,Mobile App,Credit Card,Android,33.24,0.73,Completed,None,12,Low Risk
TXN0010930,2025-06-03,CUST00238,IL,25-34,Small Business,Low,Travel,Mobile App,Credit Card,Android,238.01,5.24,Completed,None,9,Low Risk
TXN0010931,2025-01-23,CUST00337,PA,55+,Premium,Low,Utilities,Mobile App,Debit Card,Android,139.88,1.68,Completed,None,7,Low Risk
TXN0010932,2025-01-08,CUST00274,IL,18-24,Standard,Low,Grocery,Mobile App,ACH,Android,52.6,0.32,Completed,None,3,Low Risk
TXN0010933,2025-01-28,CUST00306,GA,18-24,Standard,Low,Money Transfer,Mobile App,Debit Card,iOS,305.34,3.66,Completed,None,19,Low Risk
TXN0010934,2025-03-06,CUST00541,GA,35-44,Standard,Low,Retail,Mobile App,Wallet Balance,Desktop,323.0,1.29,Completed,None,11,Low Risk
TXN0010935,2025-03-20,CUST00471,IL,45-54,Standard,Low,Entertainment,Mobile App,Credit Card,Android,62.64,1.38,Completed,None,14,Low Risk
TXN0010936,2025-03-28,CUST00355,PA,18-24,Standard,Medium,Travel,Web,Debit Card,Desktop,230.62,2.77,Completed,None,17,Low Risk
TXN0010937,2025-02-14,CUST00114,AZ,55+,Premium,Low,Subscription,Mobile App,Credit Card,Android,150.11,3.3,Completed,None,1,Low Risk
TXN0010938,2025-01-19,CUST00422,PA,55+,Standard,Low,Grocery,Mobile App,ACH,Android,162.96,0.98,Completed,None,15,Low Risk
TXN0010939,2025-04-01,CUST00332,NY,35-44,Standard,Low,Grocery,Web,ACH,Android,46.19,0.28,Completed,None,2,Low Risk
TXN0010940,2025-04-24,CUST00477,CO,35-44,Standard,Low,Digital Services,Mobile App,Credit Card,Desktop,112.81,2.48,Completed,None,14,Low Risk
TXN0010941,2025-04-02,CUST00131,FL,18-24,Premium,Medium,Travel,Card Terminal,Credit Card,Android,358.79,7.89,Completed,None,20,Low Risk
TXN0010942,2025-01-19,CUST00397,NC,18-24,Standard,Low,Restaurants,API,ACH,Android,19.69,0.12,Completed,None,24,Low Risk
TXN0010943,2025-02-07,CUST00454,WA,45-54,Standard,Medium,Digital Services,API,Credit Card,iOS,133.48,2.94,Completed,None,26,Low Risk
TXN0010944,2025-01-16,CUST00339,PA,25-34,Standard,Medium,Digital Services,Mobile App,Debit Card,Android,84.08,1.01,Completed,None,17,Low Risk
TXN0010945,2025-03-25,CUST00281,VA,45-54,Standard,Low,Grocery,Card Terminal,Credit Card,Desktop,76.2,1.68,Completed,None,7,Low Risk
TXN0010946,2025-06-26,CUST00315,WA,35-44,Standard,Low,Entertainment,API,Debit Card,iOS,33.13,0.4,Completed,None,13,Low Risk
TXN0010947,2025-05-05,CUST00420,PA,18-24,Standard,Medium,Grocery,Web,Credit Card,Android,78.68,1.73,Completed,None,22,Low Risk
TXN0010948,2025-06-28,CUST00160,NJ,55+,Standard,Low,Entertainment,Mobile App,Debit Card,Android,52.66,0.63,Completed,None,9,Low Risk
TXN0010949,2025-03-07,CUST00247,NY,45-54,Small Business,Low,Healthcare,Mobile App,Credit Card,POS,238.91,5.26,Completed,None,4,Low Risk
TXN0010950,2025-03-03,CUST00285,NJ,35-44,Standard,Low,Grocery,API,Debit Card,iOS,67.16,0.0,Failed,Limit Exceeded,34,Low Risk
TXN0010951,2025-02-27,CUST00232,MA,55+,Premium,Medium,Entertainment,Mobile App,Credit Card,API,143.99,3.17,Completed,None,23,Low Risk
TXN0010952,2025-03-13,CUST00295,TX,45-54,Standard,Low,Grocery,Mobile App,Debit Card,Desktop,11.73,0.14,Completed,None,14,Low Risk
